0,1,2,3,4
"Asher Sutthisan (แอชเชอร์ สุทธิสาร), กรุงเทพซอยลาดพร้าว 48 แยก 3-3 แขวงสามเสนนอก เขตห้วยขวาง กทม., สามเสนนอก, ห้วยขวาง, กรุงเทพ",[],"1,800,000",27 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""1 ห้องนอน"">1 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""1 ห้องน้ำ"">1 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"A Space Play : เอ สเปซ เพลย์, กรุงเทพ295 ถนนสุทธิสารวินิจฉัย, สามเสนนอก, ห้วยขวาง, กรุงเทพ",[],"1,890,000",33 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""1 ห้องนอน"">1 <i class=""pg-icon pgicon-bedroom""></i></span></li>"
"กรีเน่ สุทธิสาร คอนโดมิเนียม, กรุงเทพซอยจัดสรร ถนนสุธิสารวินิจฉัย, สามเสนนอก, ห้วยขวาง, กรุงเทพ",[],"2,060,000",35 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""1 ห้องนอน"">1 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""1 ห้องน้ำ"">1 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"ไอ-เฮาส์ ลากูน่า การ์เด้น คอนโดมิเนียม, กรุงเทพรอยัลซิตี้อเวนิว, บางกะปิ, ห้วยขวาง, กรุงเทพ",[],"1,290,000",25 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""studio"" title=""สตูดิโอ"">สตูดิโอ <i class=""pg-icon pgicon-bedroom""></i></span></li>"
"Belle Grand Rama 9 : เบลล์ แกรนด์ พระราม 9, กรุงเทพ131 ถนนพระราม 9, ห้วยขวาง, ห้วยขวาง, กรุงเทพ","[[<li class=""list-price pull-left""><span class=""currency"">฿</span><span class=""price"">22,000,000</span><span class=""period""></span> </li>, <li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>, <li>
<i class=""pgicon pgicon-walk""></i> 7 นาที (540 ม.) ถึง BL20 MRT พระราม 9
                        </li>, <li class=""""><span>คอนโด</span></li>]]","22,000,000",226 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"Garden Asoke-Rama 9 : การ์เดน อโศก-พระราม 9, กรุงเทพถนนจตุรทิศ, บางกะปิ, ห้วยขวาง, กรุงเทพ",[],"2,290,000",33 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""1 ห้องนอน"">1 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""1 ห้องน้ำ"">1 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"Belle Grand Rama 9 : เบลล์ แกรนด์ พระราม 9, กรุงเทพ131 ถนนพระราม 9, ห้วยขวาง, ห้วยขวาง, กรุงเทพ","[[<li class=""list-price pull-left""><span class=""currency"">฿</span><span class=""price"">23,000,000</span><span class=""period""></span> </li>, <li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>, <li>
<i class=""pgicon pgicon-walk""></i> 7 นาที (540 ม.) ถึง BL20 MRT พระราม 9
                        </li>, <li class=""""><span>คอนโด</span></li>]]","23,000,000",241 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"Belle Grand Rama 9 : เบลล์ แกรนด์ พระราม 9, กรุงเทพ131 ถนนพระราม 9, ห้วยขวาง, ห้วยขวาง, กรุงเทพ","[[<li class=""list-price pull-left""><span class=""currency"">฿</span><span class=""price"">22,900,000</span><span class=""period""></span> </li>, <li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>, <li>
<i class=""pgicon pgicon-walk""></i> 7 นาที (540 ม.) ถึง BL20 MRT พระราม 9
                        </li>, <li class=""""><span>คอนโด</span></li>]]","22,900,000",219 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"Belle Grand Rama 9 : เบลล์ แกรนด์ พระราม 9, กรุงเทพ131 ถนนพระราม 9, ห้วยขวาง, ห้วยขวาง, กรุงเทพ","[[<li class=""list-price pull-left""><span class=""currency"">฿</span><span class=""price"">19,600,000</span><span class=""period""></span> </li>, <li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>, <li>
<i class=""pgicon pgicon-walk""></i> 7 นาที (540 ม.) ถึง BL20 MRT พระราม 9
                        </li>, <li class=""""><span>คอนโด</span></li>]]","19,600,000",205 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"Belle Grand Rama 9 : เบลล์ แกรนด์ พระราม 9, กรุงเทพ131 ถนนพระราม 9, ห้วยขวาง, ห้วยขวาง, กรุงเทพ","[[<li class=""list-price pull-left""><span class=""currency"">฿</span><span class=""price"">24,900,000</span><span class=""period""></span> </li>, <li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>, <li>
<i class=""pgicon pgicon-walk""></i> 7 นาที (540 ม.) ถึง BL20 MRT พระราม 9
                        </li>, <li class=""""><span>คอนโด</span></li>]]","24,900,000",263 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"Belle Grand Rama 9 : เบลล์ แกรนด์ พระราม 9, กรุงเทพ131 ถนนพระราม 9, ห้วยขวาง, ห้วยขวาง, กรุงเทพ","[[<li class=""list-price pull-left""><span class=""currency"">฿</span><span class=""price"">20,850,000</span><span class=""period""></span> </li>, <li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>, <li>
<i class=""pgicon pgicon-walk""></i> 7 นาที (540 ม.) ถึง BL20 MRT พระราม 9
                        </li>, <li class=""""><span>คอนโด</span></li>]]","20,850,000",203 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"Belle Grand Rama 9 : เบลล์ แกรนด์ พระราม 9, กรุงเทพ131 ถนนพระราม 9, ห้วยขวาง, ห้วยขวาง, กรุงเทพ","[[<li class=""list-price pull-left""><span class=""currency"">฿</span><span class=""price"">23,000,000</span><span class=""period""></span> </li>, <li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>, <li>
<i class=""pgicon pgicon-walk""></i> 7 นาที (540 ม.) ถึง BL20 MRT พระราม 9
                        </li>, <li class=""""><span>คอนโด</span></li>]]","23,000,000",241 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"Belle Grand Rama 9 : เบลล์ แกรนด์ พระราม 9, กรุงเทพ131 ถนนพระราม 9, ห้วยขวาง, ห้วยขวาง, กรุงเทพ","[[<li class=""list-price pull-left""><span class=""currency"">฿</span><span class=""price"">13,750,000</span><span class=""period""></span> </li>, <li class=""listing-rooms pull-left""><span class=""bed"" title=""3 ห้องนอน"">3 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""3 ห้องน้ำ"">3 <i class=""pg-icon pgicon-bathroom""></i></span></li>, <li>
<i class=""pgicon pgicon-walk""></i> 7 นาที (540 ม.) ถึง BL20 MRT พระราม 9
                        </li>, <li class=""""><span>คอนโด</span></li>]]","13,750,000",141 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""3 ห้องนอน"">3 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""3 ห้องน้ำ"">3 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"Belle Grand Rama 9 : เบลล์ แกรนด์ พระราม 9, กรุงเทพ131 ถนนพระราม 9, ห้วยขวาง, ห้วยขวาง, กรุงเทพ","[[<li class=""list-price pull-left""><span class=""currency"">฿</span><span class=""price"">18,500,000</span><span class=""period""></span> </li>, <li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>, <li>
<i class=""pgicon pgicon-walk""></i> 7 นาที (540 ม.) ถึง BL20 MRT พระราม 9
                        </li>, <li class=""""><span>คอนโด</span></li>]]","18,500,000",194 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""5 ห้องนอน"">5 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""4 ห้องน้ำ"">4 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
"IDEO Mobi Asoke : ไอดีโอ โมบิ อโศก, กรุงเทพแขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร, บางกะปิ, ห้วยขวาง, กรุงเทพ","[[<li class=""list-price pull-left""><span class=""currency"">฿</span><span class=""price"">5,590,000</span><span class=""period""></span> </li>, <li class=""listing-rooms pull-left""><span class=""bed"" title=""1 ห้องนอน"">1 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""1 ห้องน้ำ"">1 <i class=""pg-icon pgicon-bathroom""></i></span></li>, <li>
<i class=""pgicon pgicon-walk""></i> 4 นาที (270 ม.) ถึง E4 BTS อโศก
                        </li>, <li class=""""><span>คอนโด</span></li>]]","5,590,000",33 ตร.ม.,"<li class=""listing-rooms pull-left""><span class=""bed"" title=""1 ห้องนอน"">1 <i class=""pg-icon pgicon-bedroom""></i></span> <span class=""bath"" title=""1 ห้องน้ำ"">1 <i class=""pg-icon pgicon-bathroom""></i></span></li>"
